;name;age;height;weight;season
10156;Frank Jackson;21.0;190.5;92.98635999999999;2018-19
10157;Frank Kaminsky;26.0;213.36;109.769264;2018-19
10158;Frank Mason;25.0;180.34;86.18248;2018-19
10159;Frank Ntilikina;20.0;198.12;90.7184;2018-19
10160;Fred VanVleet;25.0;182.88;88.45044;2018-19
10161;Garrett Temple;33.0;198.12;88.45044;2018-19
10162;Isaiah Hartenstein;21.0;213.36;112.94440800000001;2018-19
10163;Jemerrio Jones;24.0;195.58;78.92500799999999;2018-19
10164;Isaiah Thomas;30.0;175.26;83.91452;2018-19
10165;Jaylen Adams;23.0;187.96;86.18248;2018-19
10166;Jaylen Brown;22.0;200.66;99.79024;2018-19
10167;Jaylen Morris;23.0;195.58;83.91452;2018-19
10168;Jayson Tatum;21.0;203.2;94.34713599999999;2018-19
10169;Jeff Green;32.0;205.74;106.59411999999999;2018-19
10170;Jeff Teague;31.0;187.96;88.45044;2018-19
10171;Jerami Grant;25.0;205.74;99.79024;2018-19
10172;Jeremy Lamb;27.0;195.58;83.91452;2018-19
10173;Jeremy Lin;30.0;190.5;90.7184;2018-19
10174;Jerian Grant;26.0;193.04;92.98635999999999;2018-19
10175;Jerome Robinson;22.0;195.58;86.18248;2018-19
10176;Jerryd Bayless;30.0;190.5;90.7184;2018-19
10177;Jevon Carter;23.0;187.96;88.904032;2018-19
10178;Jimmer Fredette;30.0;187.96;88.45044;2018-19
10179;Jimmy Butler;29.0;203.2;105.23334399999999;2018-19
10180;Joakim Noah;34.0;210.82;104.32616;2018-19
10181;Jodie Meeks;31.0;193.04;95.25432;2018-19
10182;Joe Chealey;23.0;190.5;86.18248;2018-19
10183;Joe Harris;27.0;198.12;98.88305600000001;2018-19
10184;Joe Ingles;31.0;203.2;102.511792;2018-19
10185;Joel Embiid;25.0;213.36;113.398;2018-19
10186;John Collins;21.0;208.28;106.59411999999999;2018-19
10187;John Henson;28.0;210.82;99.336648;2018-19
10188;John Holland;30.0;195.58;92.98635999999999;2018-19
10189;John Jenkins;28.0;193.04;97.52228000000001;2018-19
10190;John Wall;28.0;193.04;95.25432;2018-19
10191;Johnathan Motley;24.0;208.28;104.32616;2018-19
10192;Dragan Bender;21.0;215.9;102.0582;2018-19
10193;Johnathan Williams;24.0;205.74;103.418976;2018-19
10194;Jawun Evans;22.0;182.88;86.18248;2018-19
10195;Isaiah Hicks;24.0;205.74;104.32616;2018-19
10196;Jason Smith;33.0;213.36;108.86208;2018-19
10197;Jarred Vanderbilt;20.0;205.74;97.068688;2018-19
10198;Ish Smith;30.0;182.88;79.3786;2018-19
10199;Ivan Rabb;22.0;208.28;99.79024;2018-19
10200;Ivica Zubac;22.0;215.9;108.86208;2018-19
10201;J.J. Barea;35.0;182.88;83.91452;2018-19
10202;J.P. Macura;24.0;195.58;92.98635999999999;2018-19
10203;JJ Redick;35.0;193.04;90.7184;2018-19
10204;JR Smith;33.0;198.12;102.0582;2018-19
10205;JaKarr Sampson;26.0;205.74;97.52228000000001;2018-19
10206;JaMychal Green;29.0;205.74;102.965384;2018-19
10207;JaVale McGee;31.0;213.36;122.46983999999999;2018-19
10208;Jabari Parker;24.0;203.2;111.13004;2018-19
10209;Jacob Evans;22.0;198.12;95.25432;2018-19
10210;Jae Crowder;28.0;198.12;106.59411999999999;2018-19
10211;Jahlil Okafor;23.0;210.82;124.7378;2018-19
10212;Jake Layman;25.0;205.74;97.52228000000001;2018-19
10213;Jakob Poeltl;23.0;213.36;104.32616;2018-19
10214;Jalen Brunson;22.0;190.5;86.18248;2018-19
10215;Jalen Jones;26.0;200.66;99.79024;2018-19
10216;Jamal Crawford;39.0;195.58;83.91452;2018-19
10217;Jamal Murray;22.0;193.04;93.89354399999999;2018-19
10218;James Ennis III;28.0;200.66;95.25432;2018-19
10219;James Harden;29.0;195.58;99.79024;2018-19
10220;James Johnson;32.0;203.2;108.86208;2018-19
10221;James Nunnally;28.0;200.66;94.34713599999999;2018-19
10222;Jared Dudley;33.0;200.66;107.501304;2018-19
10223;Jared Terrell;24.0;190.5;102.965384;2018-19
10224;Jarell Martin;25.0;208.28;108.40848799999999;2018-19
10225;Jaren Jackson Jr.;19.0;210.82;109.769264;2018-19
10226;Jaron Blossomgame;25.0;203.2;99.79024;2018-19
10227;Jarrett Allen;21.0;210.82;107.501304;2018-19
10228;Doug McDermott;27.0;203.2;102.0582;2018-19
10229;Bruce Brown;22.0;195.58;91.625584;2018-19
10230;Donte Grantham;24.0;203.2;97.52228000000001;2018-19
10231;Bogdan Bogdanovic;26.0;198.12;92.98635999999999;2018-19
10232;Bojan Bogdanovic;30.0;203.2;97.975872;2018-19
10233;Bonzie Colson;23.0;198.12;102.0582;2018-19
10234;Brad Wanamaker;29.0;193.04;95.25432;2018-19
10235;Bradley Beal;26.0;195.58;93.89354399999999;2018-19
10236;Brandon Goodwin;23.0;187.96;81.64656;2018-19
10237;Brandon Ingram;21.0;205.74;86.18248;2018-19
10238;Brandon Knight;27.0;190.5;88.45044;2018-19
10239;Brandon Sampson;22.0;195.58;83.46092800000001;2018-19
10240;Brook Lopez;31.0;213.36;122.46983999999999;2018-19
10241;Bruno Caboclo;23.0;205.74;98.88305600000001;2018-19
10242;Bryn Forbes;25.0;190.5;86.18248;2018-19
10243;Buddy Hield;26.0;193.04;97.068688;2018-19
10244;Bobby Portis;24.0;210.82;113.398;2018-19
10245;C.J. Williams;29.0;195.58;102.511792;2018-19
10246;CJ Miles;32.0;198.12;99.79024;2018-19
10247;Caleb Swanigan;22.0;205.74;113.398;2018-19
10248;Cameron Payne;24.0;190.5;86.18248;2018-19
10249;Cameron Reynolds;24.0;203.2;102.0582;2018-19
10250;Caris LeVert;24.0;200.66;92.532768;2018-19
10251;Carmelo Anthony;35.0;203.2;108.86208;2018-19
10252;Cedi Osman;24.0;203.2;97.52228000000001;2018-19
10253;Chandler Hutchison;23.0;200.66;89.357624;2018-19
10254;Chandler Parsons;30.0;208.28;104.32616;2018-19
10255;Channing Frye;36.0;213.36;115.66596000000001;2018-19
10256;Chasson Randle;26.0;187.96;83.91452;2018-19
10257;Cheick Diallo;22.0;205.74;99.79024;2018-19
10258;Chimezie Metu;22.0;208.28;102.0582;2018-19
10259;CJ McCollum;27.0;190.5;86.18248;2018-19
10260;Boban Marjanovic;30.0;220.98;131.54168;2018-19
10261;Blake Griffin;30.0;208.28;113.398;2018-19
10262;Bismack Biyombo;26.0;205.74;115.66596000000001;2018-19
10263;Jon Leuer;30.0;208.28;103.418976;2018-19
10264;Alex Len;26.0;215.9;113.398;2018-19
10265;Alex Poythress;25.0;205.74;106.59411999999999;2018-19
10266;Alfonzo McKinnie;26.0;203.2;97.52228000000001;2018-19
10267;Alize Johnson;23.0;205.74;96.16150400000001;2018-19
10268;Allen Crabbe;27.0;198.12;96.16150400000001;2018-19
10269;Allonzo Trier;23.0;195.58;90.7184;2018-19
10270;Amile Jefferson;26.0;205.74;100.697424;2018-19
10271;Amir Johnson;32.0;205.74;108.86208;2018-19
10272;Andre Drummond;25.0;210.82;126.552168;2018-19
10273;Andre Iguodala;35.0;198.12;97.52228000000001;2018-19
10274;Andre Ingram;33.0;190.5;86.18248;2018-19
10275;Andrew Bogut;34.0;213.36;117.93392;2018-19
10276;Andrew Harrison;24.0;198.12;96.615096;2018-19
10277;Andrew Wiggins;24.0;203.2;87.996848;2018-19
10278;Anfernee Simons;20.0;193.04;83.91452;2018-19
10279;Angel Delgado;24.0;208.28;111.13004;2018-19
10280;Ante Zizic;22.0;210.82;115.212368;2018-19
10281;Anthony Davis;26.0;208.28;114.758776;2018-19
10282;Anthony Tolliver;34.0;203.2;113.398;2018-19
10283;Antonio Blakeney;22.0;193.04;87.089664;2018-19
10284;Aron Baynes;32.0;208.28;117.93392;2018-19
10285;Austin Rivers;26.0;193.04;90.7184;2018-19
10286;Avery Bradley;28.0;187.96;81.64656;2018-19
10287;BJ Johnson;23.0;200.66;90.7184;2018-19
10288;Bam Adebayo;21.0;208.28;115.66596000000001;2018-19
10289;Ben McLemore;26.0;195.58;91.171992;2018-19
10290;Ben Simmons;22.0;208.28;104.32616;2018-19
10291;Billy Garrett;24.0;198.12;97.52228000000001;2018-19
10292;Chris Boucher;26.0;208.28;90.7184;2018-19
10293;Chris Chiozza;23.0;182.88;79.3786;2018-19
10294;Chris Paul;34.0;182.88;79.3786;2018-19
10295;Christian Wood;23.0;208.28;97.068688;2018-19
10296;DeAndre Bembry;24.0;198.12;95.25432;2018-19
10297;DeMar DeRozan;29.0;200.66;99.79024;2018-19
10298;DeMarcus Cousins;28.0;210.82;122.46983999999999;2018-19
10299;DeMarre Carroll;32.0;203.2;97.52228000000001;2018-19
10300;DeVaughn Akoon-Purcell;26.0;198.12;90.7184;2018-19
10301;Deandre Ayton;20.0;215.9;113.398;2018-19
10302;Delon Wright;27.0;195.58;83.007336;2018-19
10303;Demetrius Jackson;24.0;185.42;91.171992;2018-19
10304;Deng Adel;22.0;200.66;90.7184;2018-19
10305;Dennis Schroder;25.0;185.42;78.017824;2018-19
10306;Dennis Smith Jr.;21.0;190.5;88.45044;2018-19
10307;Deonte Burton;25.0;195.58;111.13004;2018-19
10308;Derrick Favors;27.0;208.28;120.20188;2018-19
10309;Derrick Jones Jr.;22.0;200.66;90.7184;2018-19
10310;Derrick Rose;30.0;190.5;90.7184;2018-19
10311;Derrick White;24.0;193.04;86.18248;2018-19
10312;Devin Booker;22.0;198.12;95.25432;2018-19
10313;Devin Harris;36.0;190.5;83.91452;2018-19
10314;Devin Robinson;24.0;203.2;90.7184;2018-19
10315;Devonte Graham;24.0;187.96;83.91452;2018-19
10316;Dewayne Dedmon;29.0;213.36;111.13004;2018-19
10317;Deyonta Davis;22.0;210.82;107.501304;2018-19
10318;Dillon Brooks;23.0;198.12;99.79024;2018-19
10319;Dion Waiters;27.0;193.04;97.52228000000001;2018-19
10320;Dirk Nowitzki;41.0;213.36;111.13004;2018-19
10321;Domantas Sabonis;23.0;210.82;108.86208;2018-19
10322;Donatas Motiejunas;28.0;213.36;99.79024;2018-19
10323;Donovan Mitchell;22.0;190.5;97.52228000000001;2018-19
10324;Donte DiVincenzo;22.0;193.04;92.079176;2018-19
10325;DeAndre Jordan;30.0;210.82;120.20188;2018-19
10326;Dorian Finney-Smith;26.0;203.2;99.79024;2018-19
10327;DeAnthony Melton;21.0;193.04;90.7184;2018-19
10328;Davon Reed;24.0;195.58;94.34713599999999;2018-19
10329;Clint Capela;25.0;208.28;108.86208;2018-19
10330;Cody Zeller;26.0;213.36;108.86208;2018-19
10331;Collin Sexton;20.0;187.96;86.18248;2018-19
10332;Corey Brewer;33.0;205.74;84.368112;2018-19
10333;Cory Joseph;27.0;190.5;87.543256;2018-19
10334;Courtney Lee;33.0;195.58;97.52228000000001;2018-19
10335;Cristiano Felicio;26.0;208.28;120.20188;2018-19
10336;DAngelo Russell;23.0;195.58;89.811216;2018-19
10337;D.J. Augustin;31.0;182.88;83.007336;2018-19
10338;D.J. Wilson;23.0;208.28;104.779752;2018-19
10339;DJ Stephens;28.0;195.58;85.275296;2018-19
10340;Dairis Bertans;29.0;193.04;90.7184;2018-19
10341;Damian Jones;24.0;213.36;111.13004;2018-19
10342;Damian Lillard;28.0;190.5;88.45044;2018-19
10343;Damion Lee;26.0;198.12;95.25432;2018-19
10344;Damyean Dotson;25.0;198.12;95.25432;2018-19
10345;Daniel Hamilton;23.0;200.66;88.45044;2018-19
10346;Daniel Theis;27.0;203.2;110.22285600000001;2018-19
10347;Danilo Gallinari;30.0;208.28;102.0582;2018-19
10348;Danny Green;32.0;198.12;97.52228000000001;2018-19
10349;Dante Cunningham;32.0;203.2;104.32616;2018-19
10350;Dante Exum;23.0;198.12;86.18248;2018-19
10351;Danuel House Jr.;26.0;200.66;99.79024;2018-19
10352;Dario Saric;25.0;208.28;101.151016;2018-19
10353;Darius Miller;29.0;203.2;102.0582;2018-19
10354;Darren Collison;31.0;182.88;79.3786;2018-19
10355;Daryl Macon;23.0;190.5;83.91452;2018-19
10356;David Nwaba;26.0;193.04;99.336648;2018-19
10357;Davis Bertans;26.0;208.28;102.0582;2018-19
10358;DeAaron Fox;21.0;190.5;79.3786;2018-19
10359;Jonah Bolden;23.0;208.28;99.79024;2018-19
10360;Seth Curry;28.0;187.96;83.91452;2018-19
10361;Jonas Valanciunas;27.0;213.36;120.20188;2018-19
10362;Ryan Anderson;31.0;208.28;108.86208;2018-19
10363;Ryan Arcidiacono;25.0;190.5;90.7184;2018-19
10364;Ryan Broekhoff;28.0;200.66;97.52228000000001;2018-19
10365;Salah Mejri;33.0;218.44;106.59411999999999;2018-19
10366;Sam Dekker;25.0;205.74;104.32616;2018-19
10367;Scott Machado;29.0;185.42;92.98635999999999;2018-19
10368;Semi Ojeleye;24.0;200.66;109.315672;2018-19
10369;Serge Ibaka;29.0;208.28;106.59411999999999;2018-19
10370;Alex Caruso;25.0;195.58;84.368112;2018-19
10371;Shabazz Napier;27.0;185.42;81.64656;2018-19
10372;Shai Gilgeous-Alexander;20.0;198.12;82.10015200000001;2018-19
10373;Shake Milton;22.0;198.12;93.89354399999999;2018-19
10374;Shaquille Harrison;25.0;193.04;86.18248;2018-19
10375;Russell Westbrook;30.0;190.5;90.7184;2018-19
10376;Shaun Livingston;33.0;200.66;87.089664;2018-19
10377;Sindarius Thornwell;24.0;195.58;97.52228000000001;2018-19
10378;Skal Labissiere;23.0;210.82;106.59411999999999;2018-19
10379;Solomon Hill;28.0;200.66;102.0582;2018-19
10380;Spencer Dinwiddie;26.0;198.12;95.25432;2018-19
10381;Stanley Johnson;23.0;200.66;111.13004;2018-19
10382;Stephen Curry;31.0;190.5;86.18248;2018-19
10383;Sterling Brown;24.0;198.12;105.23334399999999;2018-19
10384;Steven Adams;25.0;213.36;120.20188;2018-19
10385;Svi Mykhailiuk;22.0;203.2;92.98635999999999;2018-19
10386;T.J. McConnell;27.0;187.96;86.18248;2018-19
10387;T.J. Warren;25.0;203.2;97.52228000000001;2018-19
10388;TJ Leaf;22.0;208.28;102.0582;2018-19
10389;Tahjere McCall;24.0;195.58;86.18248;2018-19
10390;Shelvin Mack;29.0;190.5;92.079176;2018-19
10391;Rudy Gobert;27.0;215.9;111.13004;2018-19
10392;Rudy Gay;32.0;203.2;104.32616;2018-19
10393;Royce ONeale;26.0;198.12;102.511792;2018-19
10394;Pat Connaughton;26.0;193.04;94.800728;2018-19
10395;Patrick Beverley;30.0;185.42;83.91452;2018-19
10396;Patrick McCaw;23.0;200.66;83.91452;2018-19
10397;Patrick Patterson;30.0;205.74;104.32616;2018-19
10398;Patty Mills;30.0;182.88;81.64656;2018-19
10399;Pau Gasol;38.0;213.36;113.398;2018-19
10400;Paul George;29.0;205.74;99.79024;2018-19
10401;Paul Millsap;34.0;203.2;111.58363200000001;2018-19
10402;Quincy Acy;28.0;200.66;108.86208;2018-19
10403;Quincy Pondexter;31.0;200.66;104.32616;2018-19
10404;Quinn Cook;26.0;187.96;81.19296800000001;2018-19
10405;RJ Hunter;25.0;195.58;83.91452;2018-19
10406;Rajon Rondo;33.0;185.42;84.368112;2018-19
10407;Raul Neto;27.0;185.42;81.19296800000001;2018-19
10408;Rawle Alkins;21.0;195.58;102.0582;2018-19
10409;Ray Spalding;22.0;208.28;97.52228000000001;2018-19
10410;Raymond Felton;35.0;185.42;92.98635999999999;2018-19
10411;Reggie Bullock;28.0;200.66;92.98635999999999;2018-19
10412;Reggie Jackson;29.0;190.5;94.34713599999999;2018-19
10413;Richaun Holmes;25.0;208.28;106.59411999999999;2018-19
10414;Ricky Rubio;28.0;193.04;86.18248;2018-19
10415;Robert Covington;28.0;205.74;102.0582;2018-19
10416;Robert Williams III;21.0;208.28;108.86208;2018-19
10417;Robin Lopez;31.0;213.36;124.7378;2018-19
10418;Rodions Kurucs;21.0;205.74;95.25432;2018-19
10419;Rodney Hood;26.0;203.2;93.439952;2018-19
10420;Rodney McGruder;27.0;193.04;90.7184;2018-19
10421;Ron Baker;26.0;193.04;99.79024;2018-19
10422;Rondae Hollis-Jefferson;24.0;200.66;98.429464;2018-19
10423;Taj Gibson;34.0;205.74;105.23334399999999;2018-19
10424;Taurean Prince;25.0;203.2;99.79024;2018-19
10425;Terrance Ferguson;21.0;200.66;86.18248;2018-19
10426;Terrence Jones;27.0;205.74;114.30518400000001;2018-19
10427;Tyler Ulis;23.0;177.8;72.57472;2018-19
10428;Tyler Zeller;29.0;213.36;114.758776;2018-19
10429;Tyreke Evans;29.0;198.12;99.79024;2018-19
10430;Tyrone Wallace;25.0;195.58;89.811216;2018-19
10431;Tyson Chandler;36.0;215.9;108.86208;2018-19
10432;Tyus Jones;23.0;187.96;88.904032;2018-19
10433;Udonis Haslem;39.0;203.2;106.59411999999999;2018-19
10434;Victor Oladipo;27.0;193.04;95.25432;2018-19
10435;Vince Carter;42.0;198.12;99.79024;2018-19
10436;Vincent Edwards;23.0;203.2;102.0582;2018-19
10437;Wade Baldwin IV;23.0;193.04;90.7184;2018-19
10438;Walt Lemon Jr.;26.0;190.5;81.64656;2018-19
10439;Wayne Ellington;31.0;195.58;90.7184;2018-19
10440;Wayne Selden;24.0;195.58;104.32616;2018-19
10441;Wendell Carter Jr.;20.0;208.28;115.66596000000001;2018-19
10442;Wes Iwundu;24.0;200.66;88.45044;2018-19
10443;Wesley Johnson;31.0;200.66;97.52228000000001;2018-19
10444;Wesley Matthews;32.0;195.58;99.79024;2018-19
10445;Will Barton;28.0;198.12;86.18248;2018-19
10446;Willie Cauley-Stein;25.0;213.36;108.86208;2018-19
10447;Willy Hernangomez;25.0;210.82;108.86208;2018-19
10448;Wilson Chandler;32.0;205.74;102.0582;2018-19
10449;Yante Maten;22.0;203.2;108.86208;2018-19
10450;Yogi Ferrell;26.0;182.88;81.64656;2018-19
10451;Yuta Watanabe;24.0;205.74;92.98635999999999;2018-19
10452;Zach Collins;21.0;213.36;106.59411999999999;2018-19
10453;Zach LaVine;24.0;195.58;90.7184;2018-19
10454;Zach Lofton;26.0;193.04;81.64656;2018-19
10455;Zaza Pachulia;35.0;210.82;122.46983999999999;2018-19
10456;Tyler Lydon;23.0;208.28;102.0582;2018-19
10457;Pascal Siakam;25.0;205.74;104.32616;2018-19
10458;Tyler Johnson;27.0;193.04;86.18248;2018-19
10459;Tyler Davis;22.0;208.28;120.655472;2018-19
10460;Terrence Ross;28.0;200.66;93.439952;2018-19
10461;Terry Rozier;25.0;185.42;86.18248;2018-19
10462;Thabo Sefolosha;35.0;200.66;99.79024;2018-19
10463;Thaddeus Young;31.0;203.2;100.243832;2018-19
10464;Theo Pinson;23.0;198.12;98.88305600000001;2018-19
10465;Thomas Bryant;21.0;210.82;112.490816;2018-19
10466;Thomas Welsh;23.0;213.36;115.66596000000001;2018-19
10467;Thon Maker;22.0;215.9;100.243832;2018-19
10468;Tim Frazier;28.0;185.42;77.11064;2018-19
10469;Tim Hardaway Jr.;27.0;198.12;92.98635999999999;2018-19
10470;Timothe Luwawu-Cabarrot;24.0;198.12;95.25432;2018-19
10471;Tobias Harris;26.0;205.74;106.59411999999999;2018-19
10472;Tomas Satoransky;27.0;200.66;95.25432;2018-19
10473;Tony Bradley;21.0;208.28;112.490816;2018-19
10474;Tony Parker;37.0;187.96;83.91452;2018-19
10475;Tony Snell;27.0;200.66;96.615096;2018-19
10476;Torrey Craig;28.0;200.66;97.52228000000001;2018-19
10477;Trae Young;20.0;187.96;81.64656;2018-19
10478;Treveon Graham;25.0;195.58;102.0582;2018-19
10479;Trevon Duval;20.0;187.96;85.728888;2018-19
10480;Trevor Ariza;33.0;203.2;97.52228000000001;2018-19
10481;Trey Burke;26.0;185.42;79.3786;2018-19
10482;Trey Lyles;23.0;208.28;106.140528;2018-19
10483;Tristan Thompson;28.0;208.28;107.95489599999999;2018-19
10484;Troy Brown Jr.;19.0;200.66;97.52228000000001;2018-19
10485;Troy Caupain;23.0;193.04;95.25432;2018-19
10486;Troy Daniels;27.0;193.04;92.98635999999999;2018-19
10487;Troy Williams;24.0;200.66;98.88305600000001;2018-19
10488;Tyler Cavanaugh;25.0;205.74;107.95489599999999;2018-19
10489;Tyler Dorsey;23.0;195.58;83.007336;2018-19
10490;Jonas Jerebko;32.0;208.28;104.779752;2018-19
10491;PJ Dozier;22.0;198.12;92.98635999999999;2018-19
10492;Otto Porter Jr.;26.0;203.2;89.811216;2018-19
10493;Kentavious Caldwell-Pope;26.0;195.58;92.98635999999999;2018-19
10494;Kevin Durant;30.0;205.74;108.86208;2018-19
10495;Kevin Huerter;20.0;200.66;86.18248;2018-19
10496;Kevin Knox II;19.0;205.74;97.52228000000001;2018-19
10497;Kevin Love;30.0;208.28;113.851592;2018-19
10498;Kevon Looney;23.0;205.74;99.79024;2018-19
10499;Khem Birch;26.0;205.74;105.68693600000002;2018-19
10500;Khris Middleton;27.0;203.2;100.697424;2018-19
10501;Khyri Thomas;23.0;190.5;95.25432;2018-19
10502;Klay Thompson;29.0;200.66;97.52228000000001;2018-19
10503;Kobi Simmons;21.0;193.04;77.11064;2018-19
10504;Kosta Koufos;30.0;213.36;111.13004;2018-19
10505;Kostas Antetokounmpo;21.0;208.28;90.7184;2018-19
10506;Kent Bazemore;29.0;195.58;91.171992;2018-19
10507;Kris Dunn;25.0;193.04;92.98635999999999;2018-19
10508;Kyle Korver;38.0;200.66;96.16150400000001;2018-19
10509;Kyle Kuzma;23.0;205.74;99.79024;2018-19
10510;Kyle Lowry;33.0;185.42;88.904032;2018-19
10511;Kyle OQuinn;29.0;208.28;113.398;2018-19
10512;Kyrie Irving;27.0;190.5;87.543256;2018-19
10513;LaMarcus Aldridge;33.0;210.82;117.93392;2018-19
10514;Lance Stephenson;28.0;198.12;104.32616;2018-19
10515;Lance Thomas;31.0;203.2;108.86208;2018-19
10516;Landry Shamet;22.0;195.58;85.275296;2018-19
10517;Langston Galloway;27.0;187.96;90.7184;2018-19
10518;Larry Nance Jr.;26.0;205.74;104.32616;2018-19
10519;Lauri Markkanen;22.0;213.36;108.86208;2018-19
10520;LeBron James;34.0;203.2;113.398;2018-19
10521;Kyle Anderson;25.0;205.74;104.32616;2018-19
10522;Kenrich Williams;24.0;200.66;95.25432;2018-19
10523;Kenneth Faried;29.0;203.2;99.79024;2018-19
10524;Kemba Walker;29.0;185.42;83.46092800000001;2018-19
10525;Jonathan Isaac;21.0;208.28;95.25432;2018-19
10526;Jonathon Simmons;29.0;198.12;88.45044;2018-19
10527;Jordan Bell;24.0;205.74;101.604608;2018-19
10528;Jordan Clarkson;27.0;195.58;87.996848;2018-19
10529;Jordan Loyd;25.0;193.04;95.25432;2018-19
10530;Jordan McRae;28.0;195.58;81.19296800000001;2018-19
10531;Jordan Sibert;26.0;193.04;84.821704;2018-19
10532;Jose Calderon;37.0;190.5;90.7184;2018-19
10533;Josh Hart;24.0;195.58;97.52228000000001;2018-19
10534;Josh Jackson;22.0;203.2;90.7184;2018-19
10535;Josh Okogie;20.0;193.04;96.16150400000001;2018-19
10536;Josh Richardson;25.0;198.12;90.7184;2018-19
10537;Jrue Holiday;29.0;193.04;92.98635999999999;2018-19
10538;Juancho Hernangomez;23.0;205.74;104.32616;2018-19
10539;Julian Washburn;27.0;203.2;94.800728;2018-19
10540;Julius Randle;24.0;205.74;113.398;2018-19
10541;Justin Anderson;25.0;198.12;104.32616;2018-19
10542;Justin Holiday;30.0;198.12;82.10015200000001;2018-19
10543;Justin Jackson;24.0;203.2;95.25432;2018-19
10544;Justin Patton;22.0;213.36;109.315672;2018-19
10545;Justise Winslow;23.0;200.66;102.0582;2018-19
10546;Jusuf Nurkic;24.0;213.36;124.7378;2018-19
10547;Kadeem Allen;26.0;190.5;90.7184;2018-19
10548;Kalin Lucas;30.0;185.42;88.45044;2018-19
10549;Karl-Anthony Towns;23.0;213.36;112.490816;2018-19
10550;Kawhi Leonard;28.0;200.66;104.32616;2018-19
10551;Keita Bates-Diop;23.0;205.74;103.872568;2018-19
10552;Kelly Olynyk;28.0;213.36;108.86208;2018-19
10553;Kelly Oubre Jr.;23.0;200.66;92.98635999999999;2018-19
10554;Lonnie Walker IV;20.0;195.58;92.98635999999999;2018-19
10555;Lonzo Ball;21.0;198.12;86.18248;2018-19
10556;Lorenzo Brown;28.0;195.58;85.728888;2018-19
10557;Lou Williams;32.0;185.42;79.3786;2018-19
10558;Mike Conley;31.0;185.42;79.3786;2018-19
10559;Mike Muscala;27.0;210.82;108.86208;2018-19
10560;Mike Scott;30.0;203.2;107.501304;2018-19
10561;Miles Bridges;21.0;200.66;102.0582;2018-19
10562;Miles Plumlee;30.0;210.82;112.94440800000001;2018-19
10563;Milos Teodosic;32.0;195.58;88.904032;2018-19
10564;Mitchell Creek;27.0;198.12;102.0582;2018-19
10565;Mitchell Robinson;21.0;215.9;108.86208;2018-19
10566;Mo Bamba;21.0;213.36;100.243832;2018-19
10567;Monte Morris;24.0;190.5;79.3786;2018-19
10568;Montrezl Harrell;25.0;203.2;108.86208;2018-19
10569;Moritz Wagner;22.0;210.82;111.13004;2018-19
10570;Myles Turner;23.0;210.82;113.398;2018-19
10571;Naz Mitrou-Long;25.0;193.04;98.88305600000001;2018-19
10572;Nemanja Bjelica;31.0;208.28;106.140528;2018-19
10573;Nene;36.0;210.82;113.398;2018-19
10574;Nerlens Noel;25.0;210.82;99.79024;2018-19
10575;Nick Young;34.0;200.66;95.25432;2018-19
10576;Nicolas Batum;30.0;203.2;90.7184;2018-19
10577;Nik Stauskas;25.0;198.12;92.98635999999999;2018-19
10578;Nikola Jokic;24.0;213.36;113.398;2018-19
10579;Nikola Mirotic;28.0;208.28;113.398;2018-19
10580;Nikola Vucevic;28.0;213.36;117.93392;2018-19
10581;Noah Vonleh;23.0;205.74;113.398;2018-19
10582;Norman Powell;26.0;193.04;97.52228000000001;2018-19
10583;OG Anunoby;21.0;203.2;105.23334399999999;2018-19
10584;Okaro White;26.0;203.2;92.98635999999999;2018-19
10585;Omari Spellman;21.0;205.74;111.13004;2018-19
10586;Omri Casspi;31.0;205.74;102.0582;2018-19
10587;Mikal Bridges;22.0;200.66;95.25432;2018-19
10588;P.J. Tucker;34.0;198.12;111.13004;2018-19
10589;Michael Kidd-Gilchrist;25.0;200.66;105.23334399999999;2018-19
10590;Michael Beasley;30.0;205.74;106.59411999999999;2018-19
10591;Luc Mbah a Moute;32.0;203.2;104.32616;2018-19
10592;Luka Doncic;20.0;200.66;98.88305600000001;2018-19
10593;Luke Kennard;23.0;195.58;93.439952;2018-19
10594;Luke Kornet;23.0;215.9;113.398;2018-19
10595;Luol Deng;34.0;205.74;107.501304;2018-19
10596;Malachi Richardson;23.0;198.12;92.98635999999999;2018-19
10597;Malcolm Brogdon;26.0;195.58;103.872568;2018-19
10598;Malcolm Miller;26.0;200.66;95.25432;2018-19
10599;Malik Beasley;22.0;195.58;88.45044;2018-19
10600;Malik Monk;21.0;190.5;90.7184;2018-19
10601;MarShon Brooks;30.0;195.58;90.7184;2018-19
10602;Marc Gasol;34.0;215.9;115.66596000000001;2018-19
10603;Marcin Gortat;35.0;210.82;108.86208;2018-19
10604;Marco Belinelli;33.0;195.58;95.25432;2018-19
10605;Marcus Derrickson;23.0;200.66;112.94440800000001;2018-19
10606;Marcus Morris Sr.;29.0;205.74;106.59411999999999;2018-19
10607;Marcus Smart;25.0;193.04;99.79024;2018-19
10608;Mario Hezonja;24.0;203.2;102.0582;2018-19
10609;Markelle Fultz;21.0;193.04;90.7184;2018-19
10610;Markieff Morris;29.0;208.28;111.13004;2018-19
10611;Marquese Chriss;21.0;208.28;108.86208;2018-19
10612;Marvin Bagley III;20.0;210.82;106.140528;2018-19
10613;Marvin Williams;33.0;205.74;107.501304;2018-19
10614;Mason Plumlee;29.0;210.82;106.59411999999999;2018-19
