;name;age;height;weight;season
623;Rick Brunson;26.0;193.04;88.45044;1997-98
624;Rex Walters;28.0;193.04;86.18248;1997-98
625;Rex Chapman;30.0;193.04;88.45044;1997-98
626;Reggie Slater;27.0;200.66;115.66596000000001;1997-98
627;Reggie Miller;32.0;200.66;83.91452;1997-98
628;Reggie Jordan;30.0;193.04;88.45044;1997-98
629;Reggie Hanson;29.0;203.2;88.45044;1997-98
630;Robert Horry;27.0;208.28;99.79024;1997-98
631;Ray Allen;22.0;195.58;92.98635999999999;1997-98
632;Samaki Walker;22.0;205.74;108.86208;1997-98
633;Scott Brooks;32.0;180.34;74.84268;1997-98
634;Steve Nash;24.0;190.5;88.45044;1997-98
635;Steve Kerr;32.0;190.5;82.10015200000001;1997-98
636;Steve Henson;30.0;185.42;81.64656;1997-98
637;Stephon Marbury;21.0;187.96;81.64656;1997-98
638;Stephen Howard;27.0;205.74;102.0582;1997-98
639;Stanley Roberts;28.0;213.36;131.54168;1997-98
640;Stacey Augmon;29.0;203.2;92.98635999999999;1997-98
641;Spud Webb;34.0;167.64;60.327736;1997-98
642;Sherman Douglas;31.0;185.42;88.45044;1997-98
643;Shea Seals;22.0;195.58;95.25432;1997-98
644;Shawnelle Scott;26.0;210.82;113.398;1997-98
645;Scot Pollard;23.0;210.82;120.20188;1997-98
646;Shawn Respert;26.0;187.96;88.45044;1997-98
647;Shawn Bradley;26.0;228.6;112.490816;1997-98
648;Sharone Wright;25.0;210.82;117.93392;1997-98
649;Shareef Abdur-Rahim;21.0;205.74;104.32616;1997-98
650;Shaquille ONeal;26.0;215.9;142.88148;1997-98
651;Shandon Anderson;24.0;198.12;95.25432;1997-98
652;Sean Rooks;28.0;208.28;117.93392;1997-98
653;Sean Higgins;29.0;205.74;92.98635999999999;1997-98
654;Sean Elliott;30.0;203.2;92.98635999999999;1997-98
655;Scottie Pippen;32.0;200.66;103.418976;1997-98
656;Scott Williams;30.0;208.28;104.32616;1997-98
657;Scott Burrell;27.0;200.66;98.88305600000001;1997-98
658;Shawn Kemp;28.0;208.28;116.119552;1997-98
659;Jerome Kersey;36.0;200.66;102.0582;1997-98
660;Jermaine ONeal;19.0;210.82;102.511792;1997-98
661;Jerald Honeycutt;23.0;205.74;115.212368;1997-98
662;Damon Stoudamire;24.0;177.8;77.56423199999999;1997-98
663;Dale Ellis;37.0;200.66;97.52228000000001;1997-98
664;Dale Davis;29.0;210.82;104.32616;1997-98
665;Cory Alexander;25.0;185.42;86.18248;1997-98
666;Corliss Williamson;24.0;200.66;111.13004;1997-98
667;Corie Blount;29.0;208.28;109.769264;1997-98
668;Corey Beck;27.0;190.5;90.7184;1997-98
669;Clyde Drexler;36.0;200.66;100.697424;1997-98
670;Clifford Rozier;25.0;210.82;111.13004;1997-98
671;Clifford Robinson;31.0;208.28;102.0582;1997-98
672;Clar. Weatherspoon;27.0;200.66;108.86208;1997-98
673;Chucky Brown;30.0;203.2;97.52228000000001;1997-98
674;Chuck Person;34.0;203.2;106.59411999999999;1997-98
675;Christian Laettner;28.0;210.82;111.13004;1997-98
676;Chris Whitney;26.0;182.88;77.11064;1997-98
677;Chris Webber;25.0;208.28;111.13004;1997-98
678;Chris Robinson;24.0;195.58;90.7184;1997-98
679;Charles Smith;22.0;193.04;87.996848;1997-98
680;Charlie Ward;27.0;187.96;86.18248;1997-98
681;Chauncey Billups;21.0;190.5;91.625584;1997-98
682;Cherokee Parks;25.0;210.82;108.86208;1997-98
683;Chris Anstey;23.0;213.36;112.94440800000001;1997-98
684;Chris Carr;24.0;198.12;99.79024;1997-98
685;Dan Majerle;32.0;198.12;99.79024;1997-98
686;Chris Childs;30.0;190.5;88.45044;1997-98
687;Chris Dudley;33.0;210.82;108.86208;1997-98
688;Chris Garner;23.0;177.8;70.760352;1997-98
689;Chris Gatling;30.0;208.28;104.32616;1997-98
690;Chris Mills;28.0;200.66;97.975872;1997-98
691;Chris Morris;32.0;203.2;103.418976;1997-98
692;Chris Mullin;34.0;200.66;97.52228000000001;1997-98
693;Chris Crawford;23.0;205.74;106.59411999999999;1997-98
694;Charles Oakley;34.0;205.74;111.13004;1997-98
695;Dan Schayes;39.0;210.82;117.93392;1997-98
696;Danny Ferry;31.0;208.28;106.59411999999999;1997-98
697;Dontae Jones;23.0;203.2;99.79024;1997-98
698;Donald Whiteside;29.0;177.8;72.57472;1997-98
699;Donald Royal;32.0;203.2;98.88305600000001;1997-98
700;Don Reid;24.0;203.2;113.398;1997-98
701;Don MacLean;28.0;208.28;106.59411999999999;1997-98
702;Dikembe Mutombo;32.0;218.44;118.38751200000002;1997-98
703;Dickey Simpkins;26.0;205.74;119.74828799999999;1997-98
704;Detlef Schrempf;35.0;208.28;106.59411999999999;1997-98
705;Derrick McKey;31.0;208.28;102.0582;1997-98
706;Derrick Coleman;31.0;208.28;117.93392;1997-98
707;Derek Strong;30.0;205.74;108.86208;1997-98
708;Derek Harper;36.0;193.04;93.439952;1997-98
709;Derek Grimm;23.0;205.74;104.32616;1997-98
710;Derek Fisher;23.0;185.42;90.7184;1997-98
711;Derek Anderson;23.0;195.58;88.45044;1997-98
712;Dennis Scott;29.0;203.2;103.872568;1997-98
713;Dennis Rodman;37.0;198.12;99.79024;1997-98
714;Danny Fortson;22.0;200.66;117.93392;1997-98
715;Danny Manning;32.0;208.28;106.140528;1997-98
716;Darrell Armstrong;30.0;185.42;81.64656;1997-98
717;Darrick Martin;27.0;180.34;77.11064;1997-98
718;Darvin Ham;24.0;200.66;104.32616;1997-98
719;David Benoit;30.0;203.2;99.79024;1997-98
720;Dana Barros;31.0;180.34;73.935496;1997-98
721;David Robinson;32.0;215.9;113.398;1997-98
722;David Wesley;27.0;185.42;91.625584;1997-98
723;David Wingate;34.0;195.58;83.91452;1997-98
724;DeJuan Wheat;24.0;182.88;74.84268;1997-98
725;Dean Garrett;31.0;210.82;113.398;1997-98
726;Dee Brown;29.0;187.96;83.91452;1997-98
727;Dell Curry;34.0;195.58;92.98635999999999;1997-98
728;David Vaughn;25.0;205.74;108.86208;1997-98
729;Charles OBannon;23.0;195.58;94.800728;1997-98
730;Charles Jones;41.0;205.74;97.52228000000001;1997-98
731;Charles Barkley;35.0;198.12;114.30518400000001;1997-98
732;Ben Davis;25.0;205.74;108.86208;1997-98
733;B.J. Armstrong;30.0;187.96;83.91452;1997-98
734;Avery Johnson;33.0;180.34;81.64656;1997-98
735;Austin Croshere;23.0;205.74;106.59411999999999;1997-98
736;Arvydas Sabonis;33.0;220.98;132.448864;1997-98
737;Armen Gilliam;34.0;205.74;117.93392;1997-98
738;Antonio McDyess;23.0;205.74;99.79024;1997-98
739;Antonio Lang;26.0;203.2;92.98635999999999;1997-98
740;Antonio Davis;29.0;205.74;104.32616;1997-98
741;Antonio Daniels;23.0;193.04;88.45044;1997-98
742;Antoine Walker;21.0;205.74;111.13004;1997-98
743;Antoine Carr;36.0;205.74;122.46983999999999;1997-98
744;Anthony Peeler;28.0;193.04;94.34713599999999;1997-98
745;Anthony Parker;23.0;198.12;97.52228000000001;1997-98
746;Anthony Miller;26.0;205.74;115.66596000000001;1997-98
747;Anthony Mason;31.0;203.2;113.398;1997-98
748;Anthony Johnson;23.0;190.5;86.18248;1997-98
749;Adam Keefe;28.0;205.74;104.32616;1997-98
750;Adonal Foyle;23.0;208.28;113.398;1997-98
751;Adrian Caldwell;31.0;203.2;120.20188;1997-98
752;Alan Henderson;25.0;205.74;106.59411999999999;1997-98
753;Allan Houston;27.0;198.12;90.7184;1997-98
754;Allen Iverson;23.0;182.88;74.84268;1997-98
755;Ben Wallace;23.0;205.74;108.86208;1997-98
756;Alonzo Mourning;28.0;208.28;118.38751200000002;1997-98
757;Alvin Williams;23.0;195.58;83.91452;1997-98
758;Andrew DeClercq;25.0;208.28;104.32616;1997-98
759;Andrew Lang;32.0;210.82;122.46983999999999;1997-98
760;Anfernee Hardaway;26.0;200.66;97.52228000000001;1997-98
761;Anthony Bowie;34.0;198.12;90.7184;1997-98
762;Anthony Goldwire;26.0;187.96;82.553744;1997-98
763;Alton Lister;39.0;213.36;111.13004;1997-98
764;Benoit Benjamin;33.0;213.36;120.20188;1997-98
765;Bill Curley;26.0;205.74;111.13004;1997-98
766;Bill Wennington;35.0;213.36;125.64498400000001;1997-98
767;Brian Shaw;32.0;198.12;90.7184;1997-98
768;Brooks Thompson;27.0;193.04;87.543256;1997-98
769;Bruce Bowen;27.0;200.66;90.7184;1997-98
770;Bryant Reeves;25.0;213.36;124.7378;1997-98
771;Bryant Stith;27.0;195.58;94.34713599999999;1997-98
772;Bryon Russell;27.0;200.66;102.0582;1997-98
773;Brian Oliver;30.0;193.04;95.25432;1997-98
774;Bubba Wells;23.0;195.58;104.32616;1997-98
775;Calbert Cheaney;26.0;200.66;97.52228000000001;1997-98
776;Carl Herrera;31.0;205.74;102.0582;1997-98
777;Carl Thomas;28.0;193.04;88.45044;1997-98
778;Carlos Rogers;27.0;210.82;99.79024;1997-98
779;Cedric Ceballos;28.0;200.66;99.79024;1997-98
780;Cedric Henderson;23.0;200.66;97.52228000000001;1997-98
781;Buck Williams;38.0;203.2;102.0582;1997-98
782;Dontonio Wingfield;24.0;203.2;116.119552;1997-98
783;Brian Grant;26.0;205.74;115.212368;1997-98
784;Brevin Knight;22.0;177.8;78.471416;1997-98
785;Billy Owens;29.0;205.74;102.0582;1997-98
786;Bimbo Coles;30.0;187.96;82.553744;1997-98
787;Bison Dele;29.0;210.82;117.93392;1997-98
788;Blue Edwards;32.0;193.04;103.872568;1997-98
789;Bo Outlaw;27.0;203.2;95.25432;1997-98
790;Bob McCann;34.0;198.12;110.676448;1997-98
791;Brian Evans;24.0;203.2;99.79024;1997-98
792;Bob Sura;25.0;195.58;90.7184;1997-98
793;Bobby Jackson;25.0;185.42;83.91452;1997-98
794;Bobby Phills;28.0;195.58;102.511792;1997-98
795;Brad Lohaus;33.0;210.82;104.32616;1997-98
796;Brandon Williams;23.0;198.12;97.52228000000001;1997-98
797;Brent Barry;26.0;198.12;88.45044;1997-98
798;Brent Price;29.0;185.42;83.91452;1997-98
799;Bobby Hurley;27.0;182.88;74.84268;1997-98
800;A.C. Green;34.0;205.74;102.0582;1997-98
801;Aaron Williams;26.0;205.74;102.0582;1997-98
802;Eric Riley;28.0;213.36;111.13004;1997-98
803;Eric Williams;25.0;203.2;99.79024;1997-98
804;Erick Dampier;22.0;210.82;120.20188;1997-98
805;Erick Strickland;24.0;190.5;95.25432;1997-98
806;Ervin Johnson;30.0;210.82;111.13004;1997-98
807;Etdrick Bohannon;25.0;205.74;99.79024;1997-98
808;Felton Spencer;30.0;213.36;120.20188;1997-98
809;Fred Hoiberg;25.0;193.04;92.079176;1997-98
810;Eric Washington;24.0;193.04;86.18248;1997-98
811;Gary Grant;33.0;190.5;83.91452;1997-98
812;George Lynch;27.0;203.2;103.418976;1997-98
813;George McCloud;31.0;203.2;102.0582;1997-98
814;George Zidek;24.0;213.36;113.398;1997-98
815;Gerald Madkins;29.0;193.04;90.7184;1997-98
816;Gerald Wilkins;34.0;198.12;102.0582;1997-98
817;Glen Rice;31.0;203.2;99.79024;1997-98
818;Glenn Robinson;25.0;200.66;104.32616;1997-98
819;Gary Trent;23.0;203.2;113.398;1997-98
820;God Shammgod;22.0;182.88;76.657048;1997-98
821;Eric Snow;25.0;190.5;92.532768;1997-98
822;Eric Murdock;30.0;185.42;90.7184;1997-98
823;Donyell Marshall;25.0;205.74;104.32616;1997-98
824;Doug Christie;28.0;198.12;92.98635999999999;1997-98
825;Doug Overton;28.0;190.5;86.18248;1997-98
826;Doug West;31.0;198.12;90.7184;1997-98
827;Drew Barry;25.0;195.58;86.636072;1997-98
828;Duane Causwell;30.0;213.36;108.86208;1997-98
829;Duane Ferrell;33.0;200.66;97.52228000000001;1997-98
830;Eric Piatkowski;27.0;200.66;97.52228000000001;1997-98
831;Ed Gray;22.0;190.5;95.25432;1997-98
832;Eddie Johnson;39.0;200.66;97.52228000000001;1997-98
833;Eddie Jones;26.0;198.12;90.7184;1997-98
834;Elden Campbell;29.0;213.36;115.66596000000001;1997-98
835;Eldridge Recasner;30.0;193.04;86.18248;1997-98
836;Elliot Perry;29.0;182.88;68.945984;1997-98
837;Emanual Davis;29.0;195.58;88.45044;1997-98
838;Eric Montross;26.0;213.36;122.46983999999999;1997-98
839;Ed Stokes;26.0;213.36;119.74828799999999;1997-98
840;Grant Hill;25.0;203.2;102.0582;1997-98
841;Gary Payton;29.0;193.04;81.64656;1997-98
842;Greg Anderson;34.0;208.28;113.398;1997-98
843;Jack Haley;34.0;208.28;108.86208;1997-98
844;Jacque Vaughn;23.0;185.42;86.18248;1997-98
845;Jalen Rose;25.0;203.2;95.25432;1997-98
846;Jamal Mashburn;25.0;203.2;113.398;1997-98
847;James Collins;24.0;193.04;88.904032;1997-98
848;James Cotton;22.0;195.58;99.79024;1997-98
849;Grant Long;32.0;205.74;112.490816;1997-98
850;J.R. Reid;30.0;208.28;112.037224;1997-98
851;Jamie Feick;23.0;203.2;115.66596000000001;1997-98
852;Jason Caffey;25.0;203.2;116.119552;1997-98
853;Jason Kidd;25.0;193.04;96.16150400000001;1997-98
854;Jason Lawson;23.0;210.82;108.86208;1997-98
855;Jayson Williams;30.0;208.28;111.13004;1997-98
856;Jeff Grayer;32.0;195.58;95.25432;1997-98
857;Jeff Hornacek;35.0;193.04;86.18248;1997-98
858;Jeff Nordgaard;25.0;200.66;102.0582;1997-98
859;Jaren Jackson;30.0;198.12;97.52228000000001;1997-98
860;Ivano Newbill;27.0;208.28;111.13004;1997-98
861;James Robinson;27.0;187.96;81.64656;1997-98
862;Hakeem Olajuwon;35.0;213.36;115.66596000000001;1997-98
863;Greg Minor;26.0;198.12;104.32616;1997-98
864;Greg Ostertag;25.0;218.44;127.00576000000001;1997-98
865;Greg Anthony;30.0;185.42;81.64656;1997-98
866;Harold Ellis;27.0;195.58;99.79024;1997-98
867;Harvey Grant;32.0;205.74;102.0582;1997-98
868;Isaiah Rider;27.0;195.58;97.52228000000001;1997-98
869;Henry James;32.0;203.2;99.79024;1997-98
870;Herb Williams;40.0;208.28;109.769264;1997-98
871;Hersey Hawkins;31.0;190.5;90.7184;1997-98
872;Horace Grant;32.0;208.28;111.13004;1997-98
873;Horacio Llamas;24.0;210.82;129.27372;1997-98
874;Hot Rod Williams;35.0;210.82;111.13004;1997-98
875;Howard Eisley;25.0;187.96;81.64656;1997-98
876;Hubert Davis;28.0;195.58;83.007336;1997-98
877;Ike Austin;28.0;208.28;122.46983999999999;1997-98
878;Greg Graham;27.0;193.04;78.92500799999999;1997-98
879;Greg Foster;29.0;210.82;113.398;1997-98
880;Bruno Sundov;19.0;218.44;99.79024;1998-99
881;Brian Skinner;23.0;205.74;115.66596000000001;1998-99
882;Bruce Bowen;28.0;200.66;90.7184;1998-99
883;Brian Shaw;33.0;198.12;90.7184;1998-99
884;Charles OBannon;24.0;195.58;94.800728;1998-99
885;Brian Evans;25.0;203.2;99.79024;1998-99
886;Bryant Reeves;26.0;213.36;124.7378;1998-99
887;Brevin Knight;23.0;177.8;78.471416;1998-99
888;Brian Grant;27.0;205.74;115.212368;1998-99
889;Bryant Stith;28.0;195.58;94.34713599999999;1998-99
890;Charles Barkley;36.0;198.12;114.30518400000001;1998-99
891;Bryon Russell;28.0;200.66;102.0582;1998-99
892;Calbert Cheaney;27.0;200.66;97.52228000000001;1998-99
893;Carl Herrera;32.0;205.74;102.0582;1998-99
894;Carlos Rogers;28.0;210.82;99.79024;1998-99
895;Casey Shaw;23.0;210.82;117.93392;1998-99
896;Cedric Ceballos;29.0;198.12;86.18248;1998-99
897;Cedric Henderson;24.0;200.66;102.0582;1998-99
898;Brent Price;30.0;185.42;83.91452;1998-99
899;Bryce Drew;24.0;190.5;83.91452;1998-99
900;Brent Barry;27.0;198.12;88.45044;1998-99
901;Shandon Anderson;25.0;198.12;95.25432;1998-99
902;Brad Miller;23.0;210.82;113.398;1998-99
903;Charles Oakley;35.0;205.74;111.13004;1998-99
904;Arvydas Sabonis;34.0;220.98;132.448864;1998-99
905;Austin Croshere;24.0;205.74;106.59411999999999;1998-99
906;Avery Johnson;34.0;180.34;81.64656;1998-99
907;B.J. Armstrong;31.0;187.96;83.91452;1998-99
